code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,TMA1,TMA2,TMA3,TMA4,TMA5,TMA6
DDD,2014J,270502,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,275297,M,North Region,HE Qualification,NA,0-35,0,120,FALSE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,276935,F,South Region,Lower Than A Level,90-100%,35-55,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,281172,F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Fail
DDD,2014J,281920,M,South East Region,Lower Than A Level,10-20,0-35,4,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,285481,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,287954,M,Wales,A Level or Equivalent,10-20,0-35,2,120,FALSE,Fail,Pass,Pass,Pass,Fail,Fail,Fail
DDD,2014J,295118,F,Wales,Lower Than A Level,20-30%,35-55,0,180,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,296138,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,FALSE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,298777,M,North Western Region,A Level or Equivalent,40-50%,0-35,1,120,FALSE,Fail,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,300057,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,FALSE,Fail,Pass,Pass,Pass,Fail,Fail,Fail
DDD,2014J,303141,F,East Anglian Region,Lower Than A Level,50-60%,35-55,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,313561,F,North Western Region,HE Qualification,60-70%,35-55,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,318919,F,Scotland,HE Qualification,80-90%,35-55,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Fail
DDD,2014J,321952,F,South Region,A Level or Equivalent,90-100%,0-35,0,120,FALSE,Fail,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,322137,M,London Region,HE Qualification,30-40%,55<=,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,323680,M,London Region,Lower Than A Level,60-70%,0-35,1,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,324338,M,London Region,A Level or Equivalent,40-50%,0-35,0,120,FALSE,Fail,Pass,Pass,Pass,Pass,Pass,Fail
DDD,2014J,328241,M,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Fail,Pass
DDD,2014J,334048,F,Yorkshire Region,A Level or Equivalent,10-20,35-55,1,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,334581,M,East Midlands Region,HE Qualification,80-90%,0-35,0,90,FALSE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,334973,M,Scotland,HE Qualification,30-40%,35-55,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,335018,F,London Region,Lower Than A Level,50-60%,0-35,2,60,FALSE,Pass,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2014J,336213,M,Wales,A Level or Equivalent,30-40%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,336218,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,FALSE,Fail,Pass,Pass,Fail,Fail,Fail,Fail
DDD,2014J,337359,F,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,338704,F,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,339853,F,South West Region,Lower Than A Level,40-50%,0-35,0,120,TRUE,Fail,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,340627,F,Scotland,A Level or Equivalent,50-60%,0-35,0,60,FALSE,Fail,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,341855,F,North Western Region,Lower Than A Level,0-10%,0-35,1,60,FALSE,Fail,Fail,Pass,Pass,Pass,Fail,Fail
DDD,2014J,341921,F,South Region,A Level or Equivalent,30-40%,0-35,1,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,349688,M,North Region,A Level or Equivalent,40-50%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,349910,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,TRUE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,351080,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,FALSE,Fail,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2014J,351244,M,North Region,A Level or Equivalent,10-20,0-35,1,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,356561,F,Scotland,A Level or Equivalent,80-90%,0-35,0,90,FALSE,Fail,Pass,Pass,Pass,Pass,Fail,Pass
DDD,2014J,365893,M,North Western Region,A Level or Equivalent,0-10%,0-35,1,60,FALSE,Pass,Pass,Pass,Pass,Pass,Fail,Pass
DDD,2014J,367309,F,North Region,A Level or Equivalent,NA,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,370089,M,Scotland,HE Qualification,40-50%,35-55,1,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,370184,F,South West Region,A Level or Equivalent,50-60%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2014J,370274,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,370375,M,Wales,A Level or Equivalent,20-30%,35-55,1,60,FALSE,Fail,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,371019,M,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,373280,M,South West Region,A Level or Equivalent,30-40%,0-35,1,120,FALSE,Fail,Pass,Fail,Fail,Pass,Pass,Fail
DDD,2014J,379336,F,West Midlands Region,Lower Than A Level,80-90%,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,384295,F,South West Region,Lower Than A Level,50-60%,0-35,1,90,FALSE,Fail,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,384499,M,South West Region,Lower Than A Level,90-100%,0-35,0,60,TRUE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,384999,F,London Region,HE Qualification,20-30%,35-55,1,60,FALSE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,385019,F,Wales,Lower Than A Level,10-20,35-55,2,60,TRUE,Fail,Fail,Fail,Fail,Fail,Fail,Fail
DDD,2014J,385495,M,East Anglian Region,A Level or Equivalent,30-40%,35-55,1,60,FALSE,Fail,Pass,Pass,Pass,Fail,Fail,Fail
DDD,2014J,385563,M,South West Region,A Level or Equivalent,90-100%,35-55,0,120,FALSE,Pass,Pass,Fail,Pass,Pass,Pass,Fail
DDD,2014J,386140,F,Wales,Lower Than A Level,80-90%,35-55,1,60,FALSE,Fail,Pass,Pass,Fail,Fail,Fail,Fail
DDD,2014J,387359,M,South East Region,Lower Than A Level,50-60%,0-35,1,60,FALSE,Pass,Pass,Fail,Fail,Pass,Pass,Pass
DDD,2014J,390556,M,London Region,Post Graduate Qualification,10-20,35-55,1,60,FALSE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,390849,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,393727,M,Scotland,A Level or Equivalent,0-10%,0-35,0,60,TRUE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,398816,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,399628,F,South East Region,Lower Than A Level,40-50%,0-35,0,120,FALSE,Fail,Pass,Pass,Pass,Fail,Fail,Pass
DDD,2014J,399794,F,Scotland,HE Qualification,10-20,0-35,1,60,FALSE,Fail,Pass,Pass,Fail,Pass,Fail,Fail
DDD,2014J,400091,M,North Region,A Level or Equivalent,60-70%,0-35,1,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,402958,F,North Region,A Level or Equivalent,30-40%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,403052,F,Yorkshire Region,HE Qualification,20-30%,0-35,1,120,FALSE,Fail,Fail,Fail,Fail,Pass,Fail,Fail
DDD,2014J,407487,F,South West Region,A Level or Equivalent,50-60%,0-35,1,120,FALSE,Fail,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2014J,409205,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,90,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,410767,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,1,90,TRUE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,411549,F,London Region,A Level or Equivalent,30-40%,0-35,0,120,FALSE,Fail,Pass,Pass,Pass,Pass,Pass,Fail
DDD,2014J,412717,M,Wales,HE Qualification,80-90%,35-55,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,413087,M,Wales,HE Qualification,0-10%,0-35,0,90,FALSE,Fail,Pass,Pass,Pass,Pass,Pass,Fail
DDD,2014J,414094,F,South East Region,A Level or Equivalent,30-40%,0-35,0,60,TRUE,Fail,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,414963,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,419913,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,420141,F,London Region,A Level or Equivalent,20-30%,0-35,0,90,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,420560,F,South West Region,A Level or Equivalent,40-50%,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,420762,M,West Midlands Region,HE Qualification,20-30%,35-55,0,60,FALSE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,421185,F,Ireland,A Level or Equivalent,50-60%,0-35,1,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,422343,M,South West Region,HE Qualification,60-70%,0-35,0,90,FALSE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,424211,M,London Region,A Level or Equivalent,80-90%,35-55,0,60,TRUE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,425910,F,London Region,Lower Than A Level,70-80%,35-55,0,60,FALSE,Fail,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,428116,F,North Region,A Level or Equivalent,50-60%,0-35,1,60,FALSE,Pass,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2014J,431136,M,Wales,A Level or Equivalent,10-20,0-35,2,60,FALSE,Fail,Pass,Pass,Fail,Fail,Pass,Fail
DDD,2014J,432642,F,North Region,A Level or Equivalent,80-90%,35-55,0,60,FALSE,Fail,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,434002,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,1,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Fail
DDD,2014J,435572,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,1,60,FALSE,Pass,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2014J,436898,F,Scotland,A Level or Equivalent,20-30%,0-35,0,85,TRUE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,441087,F,South Region,A Level or Equivalent,10-20,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,441897,F,North Western Region,A Level or Equivalent,90-100%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,442549,M,Ireland,A Level or Equivalent,20-30%,0-35,0,60,FALSE,Fail,Pass,Pass,Pass,Pass,Pass,Fail
DDD,2014J,443275,M,South East Region,A Level or Equivalent,90-100%,35-55,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,443539,F,South Region,HE Qualification,20-30%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,444180,F,South West Region,Lower Than A Level,30-40%,0-35,0,60,TRUE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,444766,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,445239,M,North Western Region,Lower Than A Level,70-80%,35-55,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,445429,M,London Region,Lower Than A Level,70-80%,35-55,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,445451,M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,1,90,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,446097,F,South West Region,A Level or Equivalent,50-60%,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,446730,F,South East Region,A Level or Equivalent,30-40%,35-55,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,446761,M,Scotland,A Level or Equivalent,90-100%,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,447510,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2014J,447644,F,South West Region,A Level or Equivalent,80-90%,0-35,0,90,TRUE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,464748,F,North Region,HE Qualification,30-40%,0-35,1,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,464968,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,465564,M,South West Region,Lower Than A Level,60-70%,35-55,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,465629,F,Wales,Lower Than A Level,0-10%,0-35,1,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Fail
DDD,2014J,466230,F,South Region,A Level or Equivalent,0-10%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,466289,M,Ireland,Lower Than A Level,60-70%,0-35,0,90,FALSE,Pass,Fail,Pass,Pass,Pass,Pass,Pass
DDD,2014J,467893,F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,468386,F,Scotland,HE Qualification,0-10%,0-35,3,150,FALSE,Fail,Pass,Pass,Fail,Fail,Fail,Fail
DDD,2014J,468720,M,East Midlands Region,Lower Than A Level,60-70%,35-55,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,468845,F,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,469624,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,FALSE,Fail,Pass,Pass,Pass,Fail,Fail,Pass
DDD,2014J,469633,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,470914,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,150,FALSE,Pass,Pass,Pass,Pass,Fail,Fail,Pass
DDD,2014J,471976,M,South Region,HE Qualification,90-100%,0-35,0,60,FALSE,Fail,Pass,Fail,Fail,Fail,Fail,Fail
DDD,2014J,472073,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,FALSE,Pass,Pass,Pass,Fail,Pass,Pass,Pass
DDD,2014J,472616,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,150,FALSE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,472949,F,London Region,HE Qualification,20-30%,35-55,2,60,FALSE,Fail,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2014J,473129,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,1,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Fail
DDD,2014J,474246,M,South East Region,Lower Than A Level,10-20,0-35,2,60,FALSE,Fail,Pass,Pass,Fail,Fail,Fail,Fail
DDD,2014J,475839,M,South East Region,Lower Than A Level,20-30%,0-35,0,120,TRUE,Fail,Pass,Pass,Fail,Fail,Fail,Fail
DDD,2014J,475863,M,North Region,Lower Than A Level,NA,35-55,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,475908,F,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,FALSE,Fail,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,477354,M,London Region,Lower Than A Level,60-70%,35-55,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,477556,F,South East Region,A Level or Equivalent,50-60%,0-35,2,60,FALSE,Fail,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2014J,478517,M,South West Region,A Level or Equivalent,60-70%,35-55,1,120,FALSE,Fail,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2014J,479553,M,Yorkshire Region,HE Qualification,40-50%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,482173,F,Scotland,A Level or Equivalent,30-40%,0-35,1,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Fail
DDD,2014J,483136,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Fail
DDD,2014J,483149,F,South East Region,A Level or Equivalent,40-50%,35-55,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,483200,F,Scotland,A Level or Equivalent,50-60%,35-55,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,485282,F,South Region,A Level or Equivalent,60-70%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Fail
DDD,2014J,485421,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,120,FALSE,Pass,Fail,Pass,Pass,Pass,Pass,Pass
DDD,2014J,486287,M,South East Region,Lower Than A Level,50-60%,0-35,0,60,TRUE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,487556,M,East Midlands Region,HE Qualification,90-100%,0-35,1,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,487607,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,FALSE,Fail,Pass,Pass,Pass,Fail,Fail,Fail
DDD,2014J,488941,M,North Region,Post Graduate Qualification,NA,55<=,0,120,FALSE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,490629,M,South West Region,A Level or Equivalent,50-60%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,492480,M,South East Region,Lower Than A Level,90-100%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,492496,M,Yorkshire Region,Lower Than A Level,90-100%,0-35,0,60,FALSE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,493207,F,West Midlands Region,Lower Than A Level,60-70%,0-35,1,60,FALSE,Fail,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2014J,493434,M,Ireland,Lower Than A Level,NA,35-55,1,60,FALSE,Fail,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2014J,493876,M,London Region,A Level or Equivalent,20-30%,0-35,1,60,FALSE,Fail,Fail,Pass,Pass,Fail,Fail,Fail
DDD,2014J,495493,M,North Region,Lower Than A Level,NA,0-35,0,60,TRUE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,495615,M,South West Region,Lower Than A Level,70-80%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,495881,M,South East Region,Lower Than A Level,60-70%,35-55,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Fail
DDD,2014J,496916,M,South Region,Lower Than A Level,40-50%,35-55,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,500707,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,2,60,TRUE,Fail,Pass,Pass,Pass,Fail,Fail,Fail
DDD,2014J,502470,M,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,FALSE,Pass,Pass,Pass,Fail,Pass,Pass,Pass
DDD,2014J,504064,F,East Anglian Region,A Level or Equivalent,30-40%,35-55,2,60,TRUE,Fail,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2014J,504251,F,Scotland,A Level or Equivalent,50-60%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Fail
DDD,2014J,504552,M,East Anglian Region,Lower Than A Level,60-70%,0-35,1,60,FALSE,Fail,Pass,Pass,Fail,Fail,Fail,Fail
DDD,2014J,504589,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,507478,M,West Midlands Region,Lower Than A Level,NA,0-35,2,60,FALSE,Fail,Pass,Pass,Pass,Pass,Pass,Fail
DDD,2014J,508615,M,London Region,HE Qualification,40-50%,0-35,2,60,FALSE,Fail,Fail,Fail,Pass,Pass,Fail,Pass
DDD,2014J,508859,F,North Region,A Level or Equivalent,50-60%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,509933,F,North Region,Lower Than A Level,60-70%,0-35,0,60,FALSE,Fail,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,510424,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,510456,F,Scotland,A Level or Equivalent,50-60%,35-55,0,60,FALSE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,511345,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,511676,M,Scotland,HE Qualification,20-30%,35-55,0,60,FALSE,Fail,Pass,Pass,Pass,Pass,Fail,Pass
DDD,2014J,512046,F,Yorkshire Region,Lower Than A Level,10-20,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,514277,F,Scotland,HE Qualification,70-80%,0-35,1,60,FALSE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,514324,M,London Region,Lower Than A Level,40-50%,0-35,1,120,FALSE,Fail,Pass,Pass,Pass,Fail,Fail,Fail
DDD,2014J,515052,M,North Region,A Level or Equivalent,70-80%,0-35,0,60,FALSE,Fail,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,515645,M,Ireland,A Level or Equivalent,0-10%,0-35,0,90,FALSE,Fail,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2014J,516562,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,75,TRUE,Fail,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2014J,518244,M,West Midlands Region,HE Qualification,40-50%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,520349,M,South Region,Lower Than A Level,70-80%,0-35,2,60,FALSE,Pass,Pass,Pass,Pass,Fail,Fail,Pass
DDD,2014J,523762,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Fail,Pass
DDD,2014J,524427,F,South West Region,Lower Than A Level,10-20,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,525068,M,South Region,Lower Than A Level,60-70%,0-35,0,60,TRUE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,525870,M,South Region,Lower Than A Level,50-60%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Fail,Pass
DDD,2014J,526352,F,Wales,A Level or Equivalent,10-20,0-35,2,90,FALSE,Pass,Pass,Pass,Fail,Pass,Pass,Pass
DDD,2014J,531646,M,South Region,Lower Than A Level,80-90%,0-35,0,60,FALSE,Fail,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2014J,532236,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,535220,M,East Anglian Region,Lower Than A Level,90-100%,0-35,1,60,FALSE,Fail,Pass,Pass,Pass,Fail,Fail,Pass
DDD,2014J,536296,F,West Midlands Region,A Level or Equivalent,10-20,35-55,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,537577,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,60,TRUE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,540821,M,Yorkshire Region,A Level or Equivalent,60-70%,35-55,0,60,FALSE,Fail,Pass,Pass,Pass,Pass,Pass,Fail
DDD,2014J,543478,F,Scotland,A Level or Equivalent,60-70%,0-35,0,120,FALSE,Fail,Pass,Pass,Pass,Fail,Pass,Pass
DDD,2014J,545752,F,South East Region,A Level or Equivalent,20-30%,0-35,0,60,FALSE,Fail,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,546299,M,West Midlands Region,Lower Than A Level,60-70%,0-35,1,60,FALSE,Fail,Pass,Pass,Pass,Fail,Fail,Pass
DDD,2014J,546773,M,North Region,Lower Than A Level,30-40%,0-35,0,60,FALSE,Fail,Pass,Pass,Pass,Fail,Fail,Fail
DDD,2014J,547786,M,Scotland,HE Qualification,90-100%,0-35,1,120,FALSE,Fail,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2014J,550142,F,South East Region,A Level or Equivalent,40-50%,0-35,2,60,FALSE,Fail,Pass,Pass,Pass,Fail,Fail,Fail
DDD,2014J,550358,F,London Region,Lower Than A Level,50-60%,0-35,0,60,FALSE,Fail,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2014J,550380,M,Scotland,Lower Than A Level,70-80%,35-55,1,60,FALSE,Fail,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2014J,551440,M,Wales,A Level or Equivalent,70-80%,0-35,0,60,FALSE,Fail,Pass,Pass,Fail,Fail,Fail,Fail
DDD,2014J,552114,F,South West Region,Lower Than A Level,50-60%,0-35,1,120,FALSE,Fail,Pass,Pass,Pass,Pass,Pass,Fail
