code_module,code_presentation,id_student,week_-4,week_-3,week_-2,week_-1,week_0,week_1,week_2,week_3,week_4,week_5,week_6,week_7,week_8,week_9,week_10,week_11,week_12,week_13,week_14,week_15,week_16,week_17,week_18,week_19,week_20,week_21,week_22,week_23,week_24,week_25,week_26,week_27,week_28,week_29,week_30,week_31,week_32,week_33,week_34,week_35,week_36,week_37
DDD,2013J,588460,0,21,0,84,360,136,87,125,248,299,45,89,292,106,33,103,65,567,5,10,8,40,57,22,0,51,0,0,13,17,6,1,0,1,0,0,0,0,0,0,0,0
DDD,2013J,588482,0,3,15,5,74,27,116,35,8,27,89,88,20,18,0,34,96,25,99,36,28,106,36,22,62,27,83,27,60,21,20,50,30,40,4,0,41,10,10,13,0,0
DDD,2013J,588493,0,38,1,57,55,48,116,73,26,9,1,43,2,2,4,28,44,32,24,32,3,20,14,55,30,33,0,39,0,31,34,9,18,25,8,43,23,75,0,20,16,0
DDD,2013J,588540,0,357,168,433,499,239,296,382,182,238,234,156,235,232,95,150,127,105,216,64,17,626,422,250,402,450,327,111,264,34,46,274,319,226,471,216,144,180,104,87,74,34
DDD,2013J,588566,0,9,0,0,27,0,12,89,6,106,36,37,47,23,0,24,85,0,5,22,41,162,131,66,51,26,85,29,11,4,17,0,18,50,3,0,30,24,5,2,0,0
DDD,2013J,588707,0,35,70,100,87,22,212,95,124,74,83,63,6,7,10,44,43,64,40,13,68,74,20,133,28,103,35,0,5,27,26,17,50,16,61,31,8,88,10,8,0,0
DDD,2013J,588850,0,20,51,73,3,47,29,55,53,61,108,2,22,19,17,19,32,14,60,15,7,29,9,105,41,60,19,58,4,6,11,31,4,38,14,41,59,52,3,4,6,0
DDD,2013J,589019,0,74,41,18,29,71,98,145,52,31,57,66,4,12,28,63,75,48,6,5,33,34,50,92,42,26,39,34,15,5,18,37,29,31,15,2,3,37,1,0,0,1
DDD,2013J,589220,0,3,146,112,140,85,36,149,35,146,17,135,31,7,7,34,78,28,19,12,91,102,64,38,187,83,72,41,3,43,12,26,34,130,163,230,288,390,4,0,0,0
DDD,2013J,589557,0,16,2,39,52,20,73,66,7,0,11,92,10,6,0,1,64,5,1,0,1,72,5,7,18,34,13,61,3,1,0,1,12,5,3,0,45,12,0,0,0,0
DDD,2013J,589584,0,7,16,5,0,26,47,0,25,36,9,23,13,4,10,12,1,15,7,0,7,0,16,30,2,0,4,0,6,0,4,0,4,0,18,0,0,0,0,0,0,0
DDD,2013J,589723,0,45,15,7,32,18,64,67,66,13,41,23,28,0,4,30,8,46,4,38,0,1,65,21,38,29,37,34,6,7,3,13,14,55,33,38,92,37,0,0,0,0
DDD,2013J,589956,0,53,4,0,0,57,153,71,135,21,58,9,126,12,0,21,15,20,5,22,26,111,71,127,84,8,19,96,43,61,1,1,21,23,20,9,72,79,0,0,0,0
DDD,2013J,590392,0,7,55,12,11,56,42,11,7,11,23,16,4,1,1,0,28,1,8,35,18,25,49,79,71,14,8,60,10,2,4,5,20,35,14,29,32,16,5,1,0,0
DDD,2013J,590443,0,168,110,79,101,220,87,148,86,104,88,55,57,14,21,23,24,48,23,69,172,204,148,135,126,70,81,45,27,16,26,21,36,36,183,215,374,243,6,0,0,0
DDD,2013J,590482,0,14,6,112,166,51,9,197,32,4,37,146,42,15,4,11,117,14,0,3,18,101,25,101,31,34,0,71,37,57,2,8,0,78,17,27,3,20,4,2,3,1
DDD,2013J,590676,0,1,76,7,138,35,31,57,54,75,63,130,38,2,3,15,66,25,44,18,23,59,63,36,74,51,29,146,5,16,3,0,71,32,21,3,55,63,4,0,0,0
DDD,2013J,590918,0,1,1,13,19,15,12,34,4,1,11,52,2,7,5,5,10,2,4,1,10,0,0,1,10,0,11,28,0,0,4,0,8,4,3,7,10,7,5,5,6,1
DDD,2013J,590921,0,40,15,97,115,88,54,58,85,60,56,25,64,41,17,17,25,15,41,20,75,63,66,42,74,41,40,47,13,5,0,0,16,0,4,29,0,0,0,6,0,0
DDD,2013J,591193,0,87,95,188,130,128,232,68,61,64,83,64,104,45,52,67,41,124,32,90,119,80,249,40,124,143,100,95,136,29,19,50,71,181,109,165,101,106,38,8,8,7
DDD,2013J,591202,0,59,15,33,35,26,33,14,32,13,19,47,7,0,0,0,36,4,0,1,0,17,0,0,5,0,4,10,7,1,0,0,7,18,1,0,0,29,0,0,7,0
DDD,2013J,591210,0,5,12,39,44,26,18,67,48,82,10,29,36,36,26,0,46,33,39,1,45,16,58,14,35,37,71,50,56,3,0,10,45,16,12,1,0,24,0,0,0,0
DDD,2013J,591230,0,89,100,0,120,77,116,77,85,53,27,29,8,13,9,50,46,12,11,13,22,26,33,97,29,46,3,62,10,7,4,0,0,1,3,5,43,92,8,1,1,0
DDD,2013J,591593,0,10,0,55,24,3,19,23,1,23,6,88,9,22,20,0,22,15,6,0,33,27,35,1,1,89,29,59,1,10,4,6,10,35,32,0,0,0,10,0,0,0
DDD,2013J,591891,0,92,45,52,31,35,71,71,98,46,50,2,58,23,17,9,34,22,16,27,51,114,198,134,20,74,62,10,0,6,42,30,22,22,48,123,91,39,46,23,22,19
DDD,2013J,592093,0,76,30,66,113,111,62,95,43,20,15,86,11,17,6,3,12,19,8,5,1,6,59,9,26,20,31,26,37,36,2,4,20,54,11,4,7,32,1,1,0,0
DDD,2013J,592284,0,10,6,0,1,0,22,16,30,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2013J,592315,0,44,31,74,36,61,181,34,76,53,37,30,2,60,0,32,34,2,11,34,18,36,19,77,2,25,27,18,21,2,4,1,16,80,5,1,5,0,0,0,0,0
DDD,2013J,592382,0,16,19,64,150,128,133,114,38,20,115,74,21,145,9,21,76,24,33,103,46,143,113,145,171,123,88,52,49,45,44,26,90,69,144,112,149,73,0,8,4,2
DDD,2013J,592494,0,3,0,30,13,51,79,57,68,18,48,76,4,45,32,25,11,20,43,24,18,6,37,45,54,12,0,6,3,30,8,36,24,22,133,49,67,52,9,7,7,5
DDD,2013J,592577,0,101,95,85,114,217,122,115,110,60,197,40,36,130,30,16,44,108,164,89,91,141,90,162,86,171,63,125,21,15,18,14,80,154,27,32,26,57,11,7,8,2
DDD,2013J,592625,0,2,20,23,0,11,23,25,0,13,0,23,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,9,13,0,0,0,0,118,43,65,81,5,8,0,0
DDD,2013J,593103,0,59,14,75,115,108,169,190,90,23,100,80,4,0,29,57,44,47,22,15,67,34,50,19,24,63,0,1,1,9,3,0,0,7,0,10,0,50,10,2,1,0
DDD,2013J,593338,0,16,0,0,9,58,24,69,50,11,48,28,14,40,0,0,77,0,20,0,28,33,51,3,28,0,0,41,0,0,0,0,48,11,0,0,0,0,0,0,0,0
DDD,2013J,593654,0,130,0,94,6,23,171,17,67,120,66,0,0,3,55,10,38,33,1,31,8,70,60,72,25,27,25,29,22,45,47,58,76,31,88,40,50,35,0,1,0,0
DDD,2013J,593973,0,3,0,0,121,26,144,144,106,93,120,137,21,29,0,34,53,39,35,37,121,164,98,35,259,186,2,207,45,10,75,0,39,29,22,58,54,65,0,0,0,0
DDD,2013J,594011,0,1,1,2,89,52,52,16,52,14,32,33,12,12,8,1,95,16,20,4,28,44,7,3,72,90,58,6,97,3,40,1,4,17,28,48,21,29,34,0,0,0
DDD,2013J,594086,0,62,0,0,0,36,8,31,0,24,4,152,0,0,0,8,20,1,4,3,9,18,0,0,6,0,15,70,0,0,8,0,0,0,0,0,0,0,0,0,0,0
DDD,2013J,594201,0,5,7,35,125,77,90,134,50,5,181,39,11,73,8,24,14,14,128,18,70,35,71,52,21,8,117,134,33,1,3,12,62,26,0,3,94,22,0,0,0,0
DDD,2013J,594507,0,24,78,99,187,144,152,53,46,42,23,110,21,6,44,0,39,15,33,181,75,25,37,74,71,147,79,113,21,17,13,56,7,55,52,93,187,109,0,14,20,4
DDD,2013J,594925,0,2,135,115,94,149,74,36,76,198,94,162,101,142,57,114,83,38,64,51,102,70,93,60,40,12,32,41,22,28,3,1,46,23,51,1,68,230,36,17,13,13
DDD,2013J,594963,0,41,55,66,66,22,0,32,103,48,58,25,31,24,7,80,6,46,82,41,28,81,46,42,89,133,94,256,50,88,43,94,226,276,173,171,125,74,4,6,11,5
DDD,2013J,595079,0,4,1,0,8,17,0,58,0,0,1,17,0,2,0,0,5,16,0,0,0,11,2,0,9,0,0,33,29,0,8,0,20,3,10,5,0,24,0,0,0,2
DDD,2013J,595319,0,25,74,98,83,127,125,106,171,62,23,74,48,20,15,19,62,19,41,32,36,60,64,136,112,98,75,22,54,29,59,16,54,8,3,9,26,0,1,0,0,0
DDD,2013J,595495,0,7,131,47,3,185,161,141,200,119,67,127,172,62,81,24,93,132,77,37,132,276,168,74,142,69,58,48,60,30,13,23,25,106,104,164,126,427,25,14,10,5
DDD,2013J,595601,0,25,65,27,140,56,7,23,19,6,1,101,13,1,6,7,24,4,1,1,4,24,1,9,71,11,31,28,1,6,1,8,66,23,20,134,29,21,4,0,5,0
DDD,2013J,595659,0,5,6,43,7,20,15,121,21,10,0,126,0,5,0,10,74,0,0,0,12,9,40,38,5,16,41,36,6,1,3,0,11,11,25,26,2,2,0,1,0,2
DDD,2013J,595687,0,65,17,35,34,65,23,114,75,10,24,72,14,5,1,25,42,3,5,1,33,38,14,3,9,13,68,130,74,34,10,3,13,37,8,51,38,128,7,0,5,4
DDD,2013J,595940,0,1,5,4,84,62,12,29,2,25,17,62,12,0,0,0,19,0,0,0,4,29,20,0,109,17,0,51,0,0,0,0,0,26,0,0,0,54,0,0,0,0
DDD,2013J,595988,0,39,46,36,28,42,60,83,19,4,36,58,9,7,31,21,45,3,25,14,32,28,45,39,18,66,50,48,26,19,0,1,8,6,5,42,10,29,0,1,1,0
DDD,2013J,596093,0,30,53,89,54,36,42,24,39,21,50,14,19,18,9,4,13,1,1,18,30,22,39,44,22,59,22,1,0,8,2,2,2,2,31,0,0,0,0,0,0,0
DDD,2013J,596204,0,33,49,155,58,75,64,9,70,76,56,8,6,20,2,4,37,26,11,38,14,35,9,2,61,40,6,15,43,17,0,16,9,28,81,4,1,8,4,4,3,0
DDD,2013J,596441,0,57,71,17,0,14,25,74,42,56,14,3,55,18,0,15,18,4,6,9,8,4,7,6,0,25,31,3,1,0,0,8,7,10,0,0,5,22,0,1,0,0
DDD,2013J,596731,0,2,1,66,60,78,85,90,61,29,37,49,12,25,4,17,59,70,50,60,53,60,70,73,106,59,30,57,3,6,15,5,14,18,16,6,3,13,0,2,0,0
DDD,2013J,596846,0,177,51,44,33,43,128,69,40,32,1,83,1,20,1,10,37,1,17,19,3,73,129,88,43,43,56,69,2,36,10,0,21,40,6,1,11,65,0,0,0,0
DDD,2013J,597235,0,85,6,47,91,68,84,30,26,0,0,63,5,0,0,8,28,1,0,0,8,10,0,37,0,0,0,0,29,54,0,0,21,20,0,0,0,34,0,0,0,0
DDD,2013J,597243,0,7,4,0,4,5,8,27,1,9,0,15,0,65,1,1,20,2,33,0,0,48,46,48,3,6,0,9,29,9,7,13,0,0,0,0,0,0,8,0,0,0
DDD,2013J,597365,0,102,10,9,44,141,105,234,50,59,62,94,19,71,9,34,54,95,11,51,55,104,284,195,384,228,182,132,183,202,155,181,265,434,568,517,839,681,35,4,2,0
DDD,2013J,597403,0,30,2,16,32,49,18,44,52,20,10,27,15,12,7,42,30,9,17,13,8,21,71,12,23,10,16,24,0,9,0,14,27,14,6,5,14,24,3,1,0,2
DDD,2013J,597428,0,6,47,93,61,34,28,36,0,119,85,81,0,37,0,7,46,30,29,34,41,104,80,48,114,35,31,200,0,18,11,63,18,25,82,77,127,268,0,0,0,0
DDD,2013J,597433,0,53,21,10,83,29,27,4,34,14,49,60,8,5,0,1,37,2,7,3,27,49,152,36,0,6,31,148,7,6,0,0,9,41,20,2,0,43,0,0,0,0
DDD,2013J,597560,0,6,0,74,17,26,10,14,35,127,65,17,45,0,13,19,74,26,0,45,0,45,37,64,0,15,0,2,7,21,0,0,0,29,10,20,11,18,0,0,0,0
DDD,2013J,597571,0,2,34,68,117,124,78,150,65,57,57,98,29,26,16,26,35,21,25,81,12,52,6,79,65,69,20,51,9,42,12,6,0,35,41,73,49,115,3,0,0,0
DDD,2013J,597602,0,34,1,4,37,107,74,64,70,89,2,40,9,21,0,31,38,42,31,29,14,83,12,72,39,16,82,63,24,22,12,9,15,29,10,3,172,93,7,5,13,0
DDD,2013J,597755,0,11,10,27,63,24,61,9,19,6,16,67,10,20,0,32,13,7,7,28,73,23,58,122,42,142,25,38,25,0,8,5,13,42,6,15,37,12,7,9,0,3
DDD,2013J,597770,0,87,77,90,121,114,28,47,60,35,57,30,34,0,0,4,87,8,5,28,17,41,3,13,25,1,35,46,7,15,0,0,0,0,9,13,28,44,6,4,0,0
DDD,2013J,597871,0,29,17,28,44,31,26,73,46,21,25,10,6,20,0,4,4,3,4,0,40,3,7,60,27,20,29,7,1,0,0,0,36,10,98,12,53,43,0,0,0,0
DDD,2013J,597938,0,18,3,55,62,65,117,60,56,68,84,64,27,22,3,22,70,70,61,113,99,38,173,110,119,136,123,103,37,49,109,23,18,18,69,82,51,229,11,0,10,8
DDD,2013J,598052,0,135,55,82,65,31,34,65,25,52,69,0,6,16,1,9,26,48,1,1,30,24,87,46,151,33,57,16,20,2,49,0,22,19,45,15,69,5,6,0,1,1
DDD,2013J,598064,0,14,46,23,227,308,226,175,65,67,51,80,54,31,6,135,203,53,69,12,37,44,127,57,69,137,35,43,60,21,31,32,1,37,154,73,124,94,11,0,0,0
DDD,2013J,598246,0,74,172,62,35,84,158,70,45,38,44,60,81,50,51,13,40,35,39,21,37,61,167,77,101,94,121,129,50,71,23,27,50,20,27,145,242,123,2,0,0,0
DDD,2013J,598516,0,25,54,177,116,89,191,122,108,105,146,93,37,128,49,19,74,19,73,107,83,75,48,155,191,102,86,124,34,46,71,43,86,38,98,124,95,127,2,10,1,2
DDD,2013J,598637,0,10,29,10,66,29,11,117,70,30,15,42,9,10,0,13,27,17,41,55,13,41,40,68,14,38,75,0,7,11,5,11,11,47,61,0,10,24,2,3,2,0
DDD,2013J,598664,0,25,37,78,65,125,169,138,44,99,99,45,36,45,5,29,37,47,19,42,64,151,162,143,128,89,75,38,28,12,30,12,9,16,53,25,20,18,4,10,1,3
DDD,2013J,598860,0,158,53,77,221,184,256,233,93,92,172,76,41,101,56,39,28,20,30,42,162,236,84,134,151,113,120,49,56,17,32,167,28,99,197,217,124,306,83,117,13,5
DDD,2013J,598989,0,38,48,84,102,91,85,196,110,129,57,142,21,4,10,19,156,75,9,10,44,107,208,92,38,43,64,130,53,3,2,12,29,91,0,2,128,20,8,0,0,0
DDD,2013J,599049,0,59,78,85,75,166,140,194,204,118,171,76,20,30,15,36,94,21,72,21,63,95,50,159,121,28,104,86,7,49,4,6,88,66,0,9,0,33,0,0,0,13
DDD,2013J,599068,0,29,14,65,25,38,70,46,65,43,30,51,27,16,0,15,50,94,12,17,30,50,9,83,51,49,28,20,26,25,44,26,31,10,30,4,31,14,13,0,0,0
DDD,2013J,599109,0,110,45,105,307,203,190,115,51,93,111,129,94,55,8,17,37,95,66,30,65,70,105,96,61,56,97,91,41,42,29,39,103,76,56,108,18,29,17,12,11,5
DDD,2013J,599146,0,32,21,80,95,137,52,88,149,131,58,118,81,24,51,82,42,54,7,63,39,33,71,125,68,179,23,47,47,30,36,19,8,101,38,16,45,11,4,2,2,0
DDD,2013J,599177,0,1,4,16,5,58,28,52,10,9,7,3,4,24,0,0,3,7,7,1,17,20,14,25,16,17,5,31,8,4,5,30,21,29,16,1,2,29,0,0,0,0
DDD,2013J,599577,0,81,94,232,216,329,369,301,426,316,363,290,84,35,43,184,298,106,237,181,416,376,562,594,431,473,247,403,639,313,336,371,609,633,1125,1289,1059,1441,109,123,148,49
DDD,2013J,599725,0,31,78,79,77,35,11,69,73,124,120,87,50,65,31,38,90,45,71,125,124,52,101,77,176,108,124,142,62,51,56,36,72,27,61,25,115,98,4,0,0,0
DDD,2013J,599737,0,20,118,149,98,113,66,103,183,159,33,54,50,28,16,6,45,30,44,28,24,33,30,19,26,11,0,10,25,7,0,3,0,40,0,24,0,73,10,9,2,0
DDD,2013J,599854,0,82,33,74,91,102,56,93,6,49,33,65,20,7,24,53,35,0,8,0,5,79,8,32,7,0,0,104,6,1,17,0,0,0,1,3,14,21,8,0,0,0
DDD,2013J,599947,0,2,6,63,35,49,8,47,17,13,12,2,0,0,0,7,31,6,0,4,39,7,7,12,13,1,11,22,6,2,4,0,10,18,2,0,5,5,0,0,0,0
DDD,2013J,600067,0,4,101,65,175,116,125,12,56,67,117,42,53,64,88,127,19,43,57,87,64,61,135,40,105,72,74,48,18,21,19,17,75,45,50,13,9,42,17,1,3,0
DDD,2013J,600478,0,36,7,29,57,44,49,37,86,41,12,44,37,26,0,5,21,51,18,13,14,20,74,41,46,89,114,46,14,23,8,2,24,21,69,70,64,92,0,3,1,0
DDD,2013J,600635,0,91,13,157,81,153,70,126,97,121,107,44,126,39,1,30,1,14,15,0,18,75,53,78,22,30,28,39,31,5,4,29,34,11,48,46,109,124,2,9,0,2
DDD,2013J,600671,0,24,0,71,29,94,10,64,72,30,68,12,24,47,8,5,22,37,21,7,23,55,5,79,104,96,125,93,71,39,43,25,37,90,66,71,69,53,0,0,5,0
DDD,2013J,600817,0,237,106,166,266,189,230,136,85,146,102,63,54,26,24,7,73,110,41,25,86,69,123,30,82,32,28,70,57,23,8,56,43,18,65,80,54,23,0,4,1,0
DDD,2013J,601048,0,20,32,18,36,46,25,15,0,0,0,43,42,1,0,22,35,11,37,12,12,30,25,13,48,21,0,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2013J,601133,0,12,0,0,0,22,25,18,0,8,45,0,0,0,0,5,16,1,1,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
DDD,2013J,601234,0,49,29,0,13,3,29,85,126,36,53,24,42,23,26,41,22,65,76,19,60,73,5,72,144,48,8,50,13,20,7,22,33,39,28,90,44,35,4,2,24,1
DDD,2013J,601293,0,6,10,104,162,128,194,186,95,28,84,68,58,39,12,13,73,27,33,37,66,119,49,232,78,85,55,87,79,21,23,10,74,164,83,124,125,436,10,10,2,1
DDD,2013J,601380,0,2,18,2,30,56,19,26,9,0,95,33,1,0,0,0,28,6,3,2,0,9,42,1,1,3,20,19,12,2,1,10,0,0,5,24,114,57,0,0,0,0
DDD,2013J,601467,0,5,71,16,0,0,47,130,80,24,100,58,0,0,0,9,29,0,0,0,1,84,0,75,0,0,0,78,10,55,0,40,0,30,0,0,0,12,10,0,5,0
DDD,2013J,601857,0,155,134,121,104,151,105,163,151,138,136,125,151,68,2,50,52,131,119,128,118,139,132,143,82,168,55,34,53,11,36,24,74,153,167,174,245,135,46,11,11,1
DDD,2013J,602302,0,45,2,53,18,43,90,84,14,50,0,33,15,10,14,26,37,12,16,139,4,21,7,107,111,11,134,77,4,27,57,32,36,61,10,1,0,18,0,0,0,0
DDD,2013J,602356,0,82,0,31,9,31,5,68,32,39,23,27,12,8,0,9,9,1,1,10,0,23,4,42,43,23,42,5,2,4,18,15,18,21,24,33,6,74,3,0,2,0
DDD,2013J,602404,0,41,11,29,93,8,30,35,9,33,19,80,3,0,0,0,48,1,0,0,1,122,3,36,98,3,1,68,9,22,2,0,34,75,2,12,20,44,5,2,0,0
DDD,2013J,602595,0,4,21,14,90,33,50,58,26,61,18,20,21,47,0,3,44,13,49,20,52,50,33,40,51,15,65,56,73,57,0,12,7,44,23,11,82,41,5,0,0,0
DDD,2013J,602729,0,25,21,67,0,68,49,0,147,10,70,1,70,0,70,28,0,3,12,14,1,14,58,48,45,32,23,68,94,0,14,31,0,19,64,14,12,17,0,0,0,2
DDD,2013J,602783,0,114,193,159,92,252,85,121,155,88,137,118,67,63,29,15,144,77,63,104,74,12,53,108,101,59,40,111,35,80,44,51,97,112,195,227,113,182,34,10,5,0
DDD,2013J,602856,0,87,112,230,189,199,128,239,117,92,127,186,57,228,4,33,83,76,82,82,101,264,152,87,105,172,195,61,33,14,30,107,229,211,449,434,304,233,25,6,7,2
DDD,2013J,603034,0,2,24,46,7,51,10,17,66,127,12,12,3,6,29,46,16,28,16,60,84,49,146,23,35,156,46,49,52,4,2,10,7,73,1,82,30,57,5,8,9,0
DDD,2013J,603049,0,3,3,1,0,15,6,65,220,65,44,118,40,38,16,7,26,31,6,12,42,82,26,66,17,12,46,15,17,10,7,10,0,0,0,11,28,46,0,0,0,0
DDD,2013J,603325,0,22,0,40,59,27,104,89,23,10,8,40,0,6,0,13,35,7,12,1,20,12,28,8,33,5,36,81,8,19,0,10,8,16,0,25,0,12,0,0,0,0
DDD,2013J,603410,0,21,8,18,125,37,121,60,63,102,51,55,0,5,7,6,115,8,39,15,16,103,57,43,31,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2013J,603431,0,13,9,86,56,1,56,86,45,46,24,29,10,0,0,29,51,17,1,2,1,131,0,78,6,20,49,25,2,6,0,1,0,12,0,0,0,1,0,0,0,0
DDD,2013J,603498,0,18,7,57,127,71,128,84,35,19,89,16,0,0,0,0,0,0,0,0,0,55,7,0,0,18,29,0,10,13,1,0,0,0,0,0,0,0,0,0,0,0
DDD,2013J,603513,0,37,1,22,59,11,38,54,41,21,17,42,11,6,0,0,29,2,1,1,20,51,62,1,3,5,31,48,8,0,0,22,16,0,5,4,26,0,0,0,0,0
DDD,2013J,603730,0,18,0,79,7,14,2,2,0,26,37,4,0,0,0,0,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2013J,604055,0,2,4,30,52,77,90,53,42,53,39,49,13,11,0,0,24,35,49,61,64,51,98,33,76,97,59,26,24,46,29,7,0,4,43,24,23,18,0,0,0,0
DDD,2013J,604156,0,66,36,70,81,34,30,60,68,46,19,24,38,21,7,30,11,12,23,70,33,70,35,20,59,37,35,33,15,48,4,9,14,19,22,38,21,73,4,2,4,0
DDD,2013J,604281,0,38,3,68,99,121,60,133,71,40,48,92,23,43,16,14,76,8,25,45,39,100,47,144,137,31,36,53,49,7,3,1,43,42,61,53,96,99,0,0,7,0
DDD,2013J,604627,0,90,26,70,20,6,2,39,3,3,52,40,3,6,0,0,14,7,2,4,3,19,0,1,0,8,6,41,0,0,11,0,0,14,1,0,0,12,0,0,0,0
DDD,2013J,604723,0,24,13,61,0,29,2,4,22,0,27,42,0,0,0,0,32,0,0,0,14,5,0,0,36,0,0,4,0,0,0,0,0,54,0,0,0,21,0,0,0,0
DDD,2013J,605070,0,4,6,22,106,9,22,68,81,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2013J,605144,0,20,23,19,34,44,24,208,131,19,39,39,27,14,0,7,44,19,12,17,2,43,13,21,16,65,85,66,3,17,2,23,12,52,7,7,0,98,2,8,0,0
DDD,2013J,605245,0,2,0,0,47,26,18,158,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2013J,605266,0,200,85,122,93,191,104,143,243,94,49,183,20,22,35,4,102,106,25,77,52,205,35,218,364,124,38,101,0,19,2,1,34,82,290,93,95,124,49,0,0,1
DDD,2013J,605476,0,54,33,17,25,39,8,45,16,26,0,73,15,0,6,2,72,5,11,6,5,32,0,41,13,39,12,30,0,0,0,0,0,14,3,3,0,64,11,5,8,2
DDD,2013J,605540,0,39,56,122,63,131,91,62,69,60,77,97,96,85,75,79,52,90,68,95,60,106,105,98,121,81,111,58,58,42,37,29,74,138,182,290,254,317,95,42,50,12
DDD,2013J,605703,0,26,3,0,30,26,64,25,5,88,83,37,22,26,14,19,13,14,26,41,27,33,68,15,31,153,50,56,45,3,11,13,20,34,9,53,21,47,7,19,17,2
DDD,2013J,605941,0,91,181,53,55,140,87,130,110,90,155,55,36,49,27,64,43,75,60,36,56,80,41,35,68,39,20,85,51,11,6,15,35,14,30,15,11,79,5,0,0,0
DDD,2013J,606322,0,59,106,61,35,55,177,26,38,32,39,29,16,2,3,2,74,129,8,2,80,61,41,76,29,0,0,1,36,15,32,4,0,6,11,0,1,98,0,7,8,0
DDD,2013J,606344,0,10,11,18,0,0,2,59,11,0,6,56,85,4,0,1,44,0,12,0,8,15,10,68,76,10,62,1,14,7,0,0,0,40,0,0,0,23,2,0,0,0
DDD,2013J,606665,0,52,37,8,100,36,164,63,82,48,116,60,43,46,0,2,19,48,24,97,33,16,20,31,90,86,27,65,5,8,2,0,16,39,15,20,0,78,14,0,0,0
DDD,2013J,607061,0,25,8,5,10,25,26,12,4,0,12,57,17,90,63,4,8,31,1,1,1,4,25,0,35,22,0,0,6,1,5,0,0,1,54,2,16,55,7,3,0,0
DDD,2013J,607073,0,11,6,9,0,66,84,0,9,0,17,90,1,0,17,0,0,11,49,20,17,65,0,69,0,42,20,56,6,6,7,5,0,98,43,74,247,153,17,20,5,5
DDD,2013J,607498,0,78,48,82,33,121,160,111,149,111,112,162,42,70,34,15,35,4,43,25,126,48,90,93,140,72,109,32,32,23,7,27,37,16,10,14,17,25,3,1,2,1
DDD,2013J,607670,0,5,0,38,1,23,15,79,27,12,6,59,40,5,5,0,13,15,1,0,10,20,0,1,0,0,6,10,5,0,1,5,0,0,0,0,0,0,0,0,0,0
DDD,2013J,607854,0,34,5,7,2,35,72,72,51,7,0,138,1,0,9,0,108,1,5,6,0,79,3,0,43,0,10,71,1,14,0,1,0,39,4,7,25,2,6,0,0,0
DDD,2013J,607900,0,170,122,563,312,510,284,346,136,408,370,321,354,145,125,123,183,149,109,151,157,203,504,444,607,433,212,150,207,102,181,131,208,656,1458,1007,1272,1160,81,47,72,23
DDD,2013J,608217,0,33,40,13,69,13,83,62,31,46,0,28,14,2,5,9,19,19,4,20,32,19,66,54,64,37,35,18,1,0,10,2,20,3,19,102,41,18,1,0,0,0
DDD,2013J,608238,0,22,10,25,35,41,116,126,35,32,26,129,2,31,0,43,110,86,52,55,38,34,173,78,80,76,61,15,66,23,8,4,40,57,55,22,70,42,4,1,0,0
DDD,2013J,608284,0,25,28,89,41,79,58,122,20,20,4,75,4,4,2,1,15,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2013J,608417,0,3,0,34,0,2,7,103,7,23,0,88,28,12,3,0,38,10,12,8,0,50,4,10,0,0,0,30,31,18,5,0,7,62,51,0,1,30,1,0,0,0
DDD,2013J,608630,0,69,32,3,4,25,36,5,35,1,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2013J,608815,0,37,36,62,121,76,68,89,104,22,88,35,40,23,11,11,90,13,36,27,34,95,71,62,79,81,108,136,68,42,16,45,86,101,206,239,438,241,56,13,10,4
DDD,2013J,608923,0,59,66,20,27,10,8,28,55,53,25,18,7,14,1,49,53,32,8,1,8,30,0,6,19,25,12,51,13,0,11,0,4,1,19,1,0,10,0,1,0,0
DDD,2013J,609044,0,17,28,24,9,27,3,38,2,0,0,13,1,0,0,0,8,0,0,0,5,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2013J,609932,0,27,15,101,55,91,45,59,47,88,64,49,24,16,56,17,23,13,3,44,11,30,18,165,70,83,28,145,29,36,0,0,47,73,11,53,136,16,0,0,0,0
DDD,2013J,610220,0,61,57,39,158,302,93,149,84,0,29,7,70,19,17,99,32,30,57,0,71,62,23,0,28,17,23,56,108,25,0,4,52,44,6,7,60,31,14,13,0,0
